Storm_ID,Year,Storm_Name,Basin,Date,Time_UTC,Latitude,Longitude,Max_Sustained_Wind_kt,Wind_Speed_kmh,Central_Pressure_hPa,IMD_Grade,Landfall_District,Landfall_State,Rainfall_mm,Affected_Areas,Number_of_Deaths,Numbers_of_Missing
NIO-1998-03-UNNA,1998,Unnamed-30,BOB,1998-09-19,06:00,13.66,90.86,15.0,27.8,1004.3,L (Low),Bhadrak,Odisha,146,Coastal Bhadrak,1,0
NIO-1998-03-UNNA,1998,Unnamed-30,BOB,1998-09-19,12:00,13.81,90.85,15.0,27.8,1006.8,L (Low),Bhadrak,Odisha,146,Coastal Bhadrak,1,0
NIO-1998-03-UNNA,1998,Unnamed-30,BOB,1998-09-19,18:00,13.87,90.8,15.0,27.8,1008.0,L (Low),Bhadrak,Odisha,146,Coastal Bhadrak,1,0
NIO-1998-03-UNNA,1998,Unnamed-30,BOB,1998-09-20,00:00,13.96,90.75,15.0,27.8,1008.0,L (Low),Bhadrak,Odisha,146,Coastal Bhadrak,1,0
NIO-1998-03-UNNA,1998,Unnamed-30,BOB,1998-09-20,06:00,14.15,90.75,15.0,27.8,1008.0,L (Low),Bhadrak,Odisha,146,Coastal Bhadrak,1,0
NIO-1998-04-UNNA,1998,Unnamed-31,BOB,1998-12-17,00:00,11.98,91.49,21.2,39.3,1003.1,D (Depression),None,Ocean,0,None,0,0
NIO-1998-04-UNNA,1998,Unnamed-31,BOB,1998-12-17,06:00,12.1,91.48,22.5,41.7,1002.2,D (Depression),None,Ocean,0,None,0,0
NIO-1998-04-UNNA,1998,Unnamed-31,BOB,1998-12-17,12:00,12.17,91.47,23.9,44.3,1001.5,D (Depression),None,Ocean,0,None,0,0
NIO-1998-04-UNNA,1998,Unnamed-31,BOB,1998-12-17,18:00,12.29,91.47,25.3,46.9,1000.6,D (Depression),None,Ocean,0,None,0,0
NIO-1998-04-UNNA,1998,Unnamed-31,BOB,1998-12-18,00:00,12.36,91.42,26.9,49.8,999.7,D (Depression),None,Ocean,0,None,0,0
NIO-1998-04-UNNA,1998,Unnamed-31,BOB,1998-12-18,06:00,12.45,91.36,28.3,52.4,998.7,DD (Deep Depression),None,Ocean,0,None,0,0
NIO-1998-04-UNNA,1998,Unnamed-31,BOB,1998-12-18,12:00,12.58,91.36,29.9,55.4,997.8,DD (Deep Depression),None,Ocean,0,None,0,0
NIO-1998-04-UNNA,1998,Unnamed-31,BOB,1998-12-18,18:00,12.69,91.3,31.6,58.4,996.9,DD (Deep Depression),None,Ocean,0,None,0,0
NIO-1998-04-UNNA,1998,Unnamed-31,BOB,1998-12-19,00:00,12.78,91.28,32.9,60.9,996.1,DD (Deep Depression),None,Ocean,0,None,0,0
NIO-1998-04-UNNA,1998,Unnamed-31,BOB,1998-12-19,06:00,12.88,91.24,34.1,63.2,995.4,CS (Cyclonic Storm),None,Ocean,0,None,0,0
NIO-1998-04-UNNA,1998,Unnamed-31,BOB,1998-12-19,12:00,13.0,91.26,35.5,65.7,994.6,CS (Cyclonic Storm),None,Ocean,0,None,0,0
NIO-1998-04-UNNA,1998,Unnamed-31,BOB,1998-12-19,18:00,13.16,91.21,36.5,67.7,993.7,CS (Cyclonic Storm),None,Ocean,0,None,0,0
NIO-1998-04-UNNA,1998,Unnamed-31,BOB,1998-12-20,00:00,13.29,91.15,38.1,70.6,992.8,CS (Cyclonic Storm),None,Ocean,0,None,0,0
NIO-1998-04-UNNA,1998,Unnamed-31,BOB,1998-12-20,06:00,13.41,91.11,39.5,73.1,992.1,CS (Cyclonic Storm),None,Ocean,0,None,0,0
NIO-1998-04-UNNA,1998,Unnamed-31,BOB,1998-12-20,12:00,13.51,91.06,40.7,75.3,991.4,CS (Cyclonic Storm),None,Ocean,0,None,0,0
NIO-1998-04-UNNA,1998,Unnamed-31,BOB,1998-12-20,18:00,13.57,91.02,42.1,78.0,990.5,CS (Cyclonic Storm),None,Ocean,0,None,0,0
NIO-1998-04-UNNA,1998,Unnamed-31,BOB,1998-12-21,00:00,13.67,91.02,43.4,80.4,989.7,CS (Cyclonic Storm),None,Ocean,0,None,0,0
NIO-1998-04-UNNA,1998,Unnamed-31,BOB,1998-12-21,06:00,13.78,91.01,44.6,82.6,989.0,CS (Cyclonic Storm),None,Ocean,0,None,0,0
NIO-1998-04-UNNA,1998,Unnamed-31,BOB,1998-12-21,12:00,13.9,91.0,46.2,85.5,988.2,CS (Cyclonic Storm),None,Ocean,0,None,0,0
NIO-1998-04-UNNA,1998,Unnamed-31,BOB,1998-12-21,18:00,14.03,90.99,47.5,88.1,987.4,CS (Cyclonic Storm),None,Ocean,0,None,0,0
NIO-1998-04-UNNA,1998,Unnamed-31,BOB,1998-12-22,00:00,14.13,90.99,48.8,90.4,986.5,SCS (Severe Cyclonic Storm),None,Ocean,0,None,0,0
NIO-1998-04-UNNA,1998,Unnamed-31,BOB,1998-12-22,06:00,14.2,90.97,50.0,92.6,985.5,SCS (Severe Cyclonic Storm),None,Ocean,0,None,0,0
NIO-1998-04-UNNA,1998,Unnamed-31,BOB,1998-12-22,12:00,14.31,90.92,51.3,95.1,984.6,SCS (Severe Cyclonic Storm),None,Ocean,0,None,0,0
NIO-1998-04-UNNA,1998,Unnamed-31,BOB,1998-12-22,18:00,14.37,90.91,53.0,98.1,983.9,SCS (Severe Cyclonic Storm),None,Ocean,0,None,0,0
NIO-1998-04-UNNA,1998,Unnamed-31,BOB,1998-12-23,00:00,14.47,90.84,54.1,100.1,983.2,SCS (Severe Cyclonic Storm),None,Ocean,0,None,0,0
NIO-1998-04-UNNA,1998,Unnamed-31,BOB,1998-12-23,06:00,14.53,90.84,55.5,102.7,982.6,SCS (Severe Cyclonic Storm),None,Ocean,0,None,0,0
NIO-1998-04-UNNA,1998,Unnamed-31,BOB,1998-12-23,12:00,14.65,90.82,57.0,105.6,981.7,SCS (Severe Cyclonic Storm),None,Ocean,0,None,0,0
NIO-1998-04-UNNA,1998,Unnamed-31,BOB,1998-12-23,18:00,14.74,90.8,58.6,108.5,980.8,SCS (Severe Cyclonic Storm),None,Ocean,0,None,0,0
NIO-1998-04-UNNA,1998,Unnamed-31,BOB,1998-12-24,00:00,14.89,90.75,59.9,111.0,980.0,SCS (Severe Cyclonic Storm),None,Ocean,0,None,0,0
NIO-1998-04-UNNA,1998,Unnamed-31,BOB,1998-12-24,06:00,15.02,90.72,61.6,114.0,979.1,SCS (Severe Cyclonic Storm),None,Ocean,0,None,0,0
NIO-1998-04-UNNA,1998,Unnamed-31,BOB,1998-12-24,12:00,15.11,90.68,63.2,117.1,978.4,SCS (Severe Cyclonic Storm),None,Ocean,0,None,0,0
NIO-1998-04-UNNA,1998,Unnamed-31,BOB,1998-12-24,18:00,15.2,90.66,64.7,119.8,977.4,VSCS (Very Severe Cyclonic Storm),None,Ocean,0,None,0,0
NIO-1998-04-UNNA,1998,Unnamed-31,BOB,1998-12-25,00:00,15.27,90.67,66.2,122.7,976.6,VSCS (Very Severe Cyclonic Storm),None,Ocean,0,None,0,0
NIO-1998-04-UNNA,1998,Unnamed-31,BOB,1998-12-25,06:00,15.39,90.71,67.7,125.4,975.8,VSCS (Very Severe Cyclonic Storm),None,Ocean,0,None,0,0
NIO-1998-04-UNNA,1998,Unnamed-31,BOB,1998-12-25,12:00,15.51,90.72,68.9,127.7,975.1,VSCS (Very Severe Cyclonic Storm),None,Ocean,0,None,0,0
NIO-1998-04-UNNA,1998,Unnamed-31,BOB,1998-12-25,18:00,15.57,90.72,70.1,129.9,974.4,VSCS (Very Severe Cyclonic Storm),None,Ocean,0,None,0,0
NIO-1998-04-UNNA,1998,Unnamed-31,BOB,1998-12-26,00:00,15.66,90.8,71.7,132.9,973.5,VSCS (Very Severe Cyclonic Storm),None,Ocean,0,None,0,0
NIO-1998-04-UNNA,1998,Unnamed-31,BOB,1998-12-26,06:00,15.77,90.9,72.0,133.3,972.6,VSCS (Very Severe Cyclonic Storm),None,Ocean,0,None,0,0
NIO-1998-04-UNNA,1998,Unnamed-31,BOB,1998-12-26,12:00,15.85,91.07,72.0,133.3,971.7,VSCS (Very Severe Cyclonic Storm),None,Ocean,0,None,0,0
NIO-1998-04-UNNA,1998,Unnamed-31,BOB,1998-12-26,18:00,15.96,91.23,65.1,120.5,974.2,VSCS (Very Severe Cyclonic Storm),None,Ocean,0,None,0,0
NIO-1998-04-UNNA,1998,Unnamed-31,BOB,1998-12-27,00:00,16.05,91.39,59.0,109.2,976.7,SCS (Severe Cyclonic Storm),None,Ocean,0,None,0,0
NIO-1998-04-UNNA,1998,Unnamed-31,BOB,1998-12-27,06:00,16.09,91.54,53.1,98.3,979.2,SCS (Severe Cyclonic Storm),None,Ocean,0,None,0,0
NIO-1998-04-UNNA,1998,Unnamed-31,BOB,1998-12-27,12:00,16.22,91.72,49.5,91.6,981.7,SCS (Severe Cyclonic Storm),None,Ocean,0,None,0,0
NIO-1998-04-UNNA,1998,Unnamed-31,BOB,1998-12-27,18:00,16.32,91.92,45.7,84.7,984.2,CS (Cyclonic Storm),None,Ocean,0,None,0,0
NIO-1998-04-UNNA,1998,Unnamed-31,BOB,1998-12-28,00:00,16.4,92.08,41.7,77.2,986.7,CS (Cyclonic Storm),None,Ocean,0,None,0,0
NIO-1998-04-UNNA,1998,Unnamed-31,BOB,1998-12-28,06:00,16.54,92.33,34.7,64.3,989.2,CS (Cyclonic Storm),None,Ocean,0,None,0,0
NIO-1998-04-UNNA,1998,Unnamed-31,BOB,1998-12-28,12:00,16.61,92.53,29.3,54.2,991.7,DD (Deep Depression),None,Ocean,0,None,0,0
NIO-1998-04-UNNA,1998,Unnamed-31,BOB,1998-12-28,18:00,16.72,92.79,25.5,47.2,994.2,D (Depression),None,Ocean,0,None,0,0
NIO-1998-04-UNNA,1998,Unnamed-31,BOB,1998-12-29,00:00,16.89,93.03,21.3,39.4,996.7,D (Depression),None,Ocean,0,None,0,0
NIO-1998-04-UNNA,1998,Unnamed-31,BOB,1998-12-29,06:00,16.95,93.31,16.5,30.6,999.2,L (Low),None,Ocean,0,None,0,0
NIO-1998-04-UNNA,1998,Unnamed-31,BOB,1998-12-29,12:00,17.0,93.59,15.0,27.8,1001.7,L (Low),None,Ocean,0,None,0,0
NIO-1998-04-UNNA,1998,Unnamed-31,BOB,1998-12-29,18:00,17.14,93.89,15.0,27.8,1004.2,L (Low),None,Ocean,0,None,0,0
NIO-1998-04-UNNA,1998,Unnamed-31,BOB,1998-12-30,00:00,17.28,94.27,15.0,27.8,1006.7,L (Low),None,Ocean,0,None,0,0
NIO-1998-04-UNNA,1998,Unnamed-31,BOB,1998-12-30,06:00,17.38,94.64,15.0,27.8,1008.0,L (Low),None,Ocean,0,None,0,0
NIO-1998-04-UNNA,1998,Unnamed-31,BOB,1998-12-30,12:00,17.45,95.03,15.0,27.8,1008.0,L (Low),None,Ocean,0,None,0,0
NIO-1998-04-UNNA,1998,Unnamed-31,BOB,1998-12-30,18:00,17.53,95.41,15.0,27.8,1008.0,L (Low),None,Ocean,0,None,0,0
NIO-1998-04-UNNA,1998,Unnamed-31,BOB,1998-12-31,00:00,17.62,95.75,15.0,27.8,1008.0,L (Low),None,Ocean,0,None,0,0
NIO-1998-05-UNNA,1998,Unnamed-32,BOB,1998-04-18,00:00,13.52,89.72,20.5,37.9,1003.5,D (Depression),None,Ocean,0,None,0,0
NIO-1998-05-UNNA,1998,Unnamed-32,BOB,1998-04-18,06:00,13.56,89.7,21.0,38.9,1003.0,D (Depression),None,Ocean,0,None,0,0
NIO-1998-05-UNNA,1998,Unnamed-32,BOB,1998-04-18,12:00,13.64,89.56,21.6,40.0,1002.5,D (Depression),None,Ocean,0,None,0,0
NIO-1998-05-UNNA,1998,Unnamed-32,BOB,1998-04-18,18:00,13.72,89.5,22.1,40.9,1002.1,D (Depression),None,Ocean,0,None,0,0
NIO-1998-05-UNNA,1998,Unnamed-32,BOB,1998-04-19,00:00,13.82,89.39,22.6,41.8,1001.6,D (Depression),None,Ocean,0,None,0,0
NIO-1998-05-UNNA,1998,Unnamed-32,BOB,1998-04-19,06:00,13.83,89.27,23.3,43.1,1001.0,D (Depression),None,Ocean,0,None,0,0
NIO-1998-05-UNNA,1998,Unnamed-32,BOB,1998-04-19,12:00,13.88,89.14,23.9,44.3,1000.5,D (Depression),None,Ocean,0,None,0,0
NIO-1998-05-UNNA,1998,Unnamed-32,BOB,1998-04-19,18:00,13.93,89.05,24.5,45.5,1000.1,D (Depression),None,Ocean,0,None,0,0
NIO-1998-05-UNNA,1998,Unnamed-32,BOB,1998-04-20,00:00,13.99,88.98,25.2,46.8,999.7,D (Depression),None,Ocean,0,None,0,0
NIO-1998-05-UNNA,1998,Unnamed-32,BOB,1998-04-20,06:00,14.07,88.84,25.7,47.6,999.3,D (Depression),None,Ocean,0,None,0,0
NIO-1998-05-UNNA,1998,Unnamed-32,BOB,1998-04-20,12:00,14.21,88.76,26.3,48.7,998.8,D (Depression),None,Ocean,0,None,0,0
NIO-1998-05-UNNA,1998,Unnamed-32,BOB,1998-04-20,18:00,14.28,88.67,26.8,49.6,998.3,D (Depression),None,Ocean,0,None,0,0
NIO-1998-05-UNNA,1998,Unnamed-32,BOB,1998-04-21,00:00,14.36,88.59,27.2,50.4,997.8,D (Depression),None,Ocean,0,None,0,0
NIO-1998-05-UNNA,1998,Unnamed-32,BOB,1998-04-21,06:00,14.44,88.5,27.8,51.5,997.4,D (Depression),None,Ocean,0,None,0,0
NIO-1998-05-UNNA,1998,Unnamed-32,BOB,1998-04-21,12:00,14.52,88.43,28.5,52.8,996.9,DD (Deep Depression),None,Ocean,0,None,0,0
NIO-1998-05-UNNA,1998,Unnamed-32,BOB,1998-04-21,18:00,14.63,88.34,29.0,53.7,996.5,DD (Deep Depression),None,Ocean,0,None,0,0
NIO-1998-05-UNNA,1998,Unnamed-32,BOB,1998-04-22,00:00,14.7,88.22,29.7,54.9,996.0,DD (Deep Depression),None,Ocean,0,None,0,0
NIO-1998-05-UNNA,1998,Unnamed-32,BOB,1998-04-22,06:00,14.77,88.08,30.1,55.8,995.6,DD (Deep Depression),None,Ocean,0,None,0,0
NIO-1998-05-UNNA,1998,Unnamed-32,BOB,1998-04-22,12:00,14.81,87.97,30.8,57.0,995.2,DD (Deep Depression),None,Ocean,0,None,0,0
NIO-1998-05-UNNA,1998,Unnamed-32,BOB,1998-04-22,18:00,14.9,87.89,31.2,57.8,994.7,DD (Deep Depression),None,Ocean,0,None,0,0
NIO-1998-05-UNNA,1998,Unnamed-32,BOB,1998-04-23,00:00,15.01,87.78,31.8,58.9,994.3,DD (Deep Depression),None,Ocean,0,None,0,0
NIO-1998-05-UNNA,1998,Unnamed-32,BOB,1998-04-23,06:00,15.1,87.7,32.3,59.9,993.8,DD (Deep Depression),None,Ocean,0,None,0,0
NIO-1998-05-UNNA,1998,Unnamed-32,BOB,1998-04-23,12:00,15.19,87.59,33.0,61.1,993.4,DD (Deep Depression),None,Ocean,0,None,0,0
NIO-1998-05-UNNA,1998,Unnamed-32,BOB,1998-04-23,18:00,15.25,87.59,30.5,56.4,995.9,DD (Deep Depression),None,Ocean,0,None,0,0
NIO-1998-05-UNNA,1998,Unnamed-32,BOB,1998-04-24,00:00,15.29,87.57,28.6,52.9,998.4,DD (Deep Depression),None,Ocean,0,None,0,0
NIO-1998-05-UNNA,1998,Unnamed-32,BOB,1998-04-24,06:00,15.41,87.59,26.8,49.7,1000.9,D (Depression),None,Ocean,0,None,0,0
NIO-1998-05-UNNA,1998,Unnamed-32,BOB,1998-04-24,12:00,15.48,87.58,25.0,46.2,1003.4,D (Depression),None,Ocean,0,None,0,0
NIO-1998-05-UNNA,1998,Unnamed-32,BOB,1998-04-24,18:00,15.55,87.6,22.7,42.1,1005.9,D (Depression),None,Ocean,0,None,0,0
NIO-1998-05-UNNA,1998,Unnamed-32,BOB,1998-04-25,00:00,15.64,87.63,19.6,36.3,1008.0,D (Depression),None,Ocean,0,None,0,0
NIO-1998-05-UNNA,1998,Unnamed-32,BOB,1998-04-25,06:00,15.72,87.65,16.4,30.3,1008.0,L (Low),None,Ocean,0,None,0,0
NIO-1998-05-UNNA,1998,Unnamed-32,BOB,1998-04-25,12:00,15.82,87.68,15.0,27.8,1008.0,L (Low),None,Ocean,0,None,0,0
NIO-1998-05-UNNA,1998,Unnamed-32,BOB,1998-04-25,18:00,15.91,87.72,15.0,27.8,1008.0,L (Low),None,Ocean,0,None,0,0
NIO-1998-05-UNNA,1998,Unnamed-32,BOB,1998-04-26,00:00,15.99,87.8,15.0,27.8,1008.0,L (Low),None,Ocean,0,None,0,0
NIO-1998-06-UNNA,1998,Unnamed-33,ARB,1998-12-05,00:00,7.86,69.81,20.6,38.2,1003.6,D (Depression),Bhadrak,Odisha,141,Coastal Bhadrak,7,0
NIO-1998-06-UNNA,1998,Unnamed-33,ARB,1998-12-05,06:00,7.95,69.85,21.2,39.3,1003.3,D (Depression),Bhadrak,Odisha,141,Coastal Bhadrak,7,0
NIO-1998-06-UNNA,1998,Unnamed-33,ARB,1998-12-05,12:00,8.06,69.91,21.7,40.2,1002.9,D (Depression),Bhadrak,Odisha,141,Coastal Bhadrak,7,0
NIO-1998-06-UNNA,1998,Unnamed-33,ARB,1998-12-05,18:00,8.19,69.97,22.3,41.2,1002.4,D (Depression),Bhadrak,Odisha,141,Coastal Bhadrak,7,0
NIO-1998-06-UNNA,1998,Unnamed-33,ARB,1998-12-06,00:00,8.21,70.03,22.8,42.3,1002.1,D (Depression),Bhadrak,Odisha,141,Coastal Bhadrak,7,0
NIO-1998-06-UNNA,1998,Unnamed-33,ARB,1998-12-06,06:00,8.32,70.1,23.3,43.2,1001.8,D (Depression),Bhadrak,Odisha,141,Coastal Bhadrak,7,0
NIO-1998-06-UNNA,1998,Unnamed-33,ARB,1998-12-06,12:00,8.43,70.14,24.0,44.4,1001.4,D (Depression),Bhadrak,Odisha,141,Coastal Bhadrak,7,0
NIO-1998-06-UNNA,1998,Unnamed-33,ARB,1998-12-06,18:00,8.51,70.22,24.6,45.5,1001.0,D (Depression),Bhadrak,Odisha,141,Coastal Bhadrak,7,0
NIO-1998-06-UNNA,1998,Unnamed-33,ARB,1998-12-07,00:00,8.63,70.27,25.2,46.7,1000.6,D (Depression),Bhadrak,Odisha,141,Coastal Bhadrak,7,0
NIO-1998-06-UNNA,1998,Unnamed-33,ARB,1998-12-07,06:00,8.73,70.34,25.7,47.5,1000.3,D (Depression),Bhadrak,Odisha,141,Coastal Bhadrak,7,0
NIO-1998-06-UNNA,1998,Unnamed-33,ARB,1998-12-07,12:00,8.82,70.45,26.2,48.5,1000.0,D (Depression),Bhadrak,Odisha,141,Coastal Bhadrak,7,0
NIO-1998-06-UNNA,1998,Unnamed-33,ARB,1998-12-07,18:00,8.95,70.55,26.7,49.5,999.6,D (Depression),Bhadrak,Odisha,141,Coastal Bhadrak,7,0
NIO-1998-06-UNNA,1998,Unnamed-33,ARB,1998-12-08,00:00,9.06,70.66,27.3,50.6,999.2,D (Depression),Bhadrak,Odisha,141,Coastal Bhadrak,7,0
NIO-1998-06-UNNA,1998,Unnamed-33,ARB,1998-12-08,06:00,9.13,70.74,27.9,51.6,998.9,D (Depression),Bhadrak,Odisha,141,Coastal Bhadrak,7,0
NIO-1998-06-UNNA,1998,Unnamed-33,ARB,1998-12-08,12:00,9.24,70.81,28.5,52.8,998.5,DD (Deep Depression),Bhadrak,Odisha,141,Coastal Bhadrak,7,0
NIO-1998-06-UNNA,1998,Unnamed-33,ARB,1998-12-08,18:00,9.37,70.83,29.1,53.8,998.0,DD (Deep Depression),Bhadrak,Odisha,141,Coastal Bhadrak,7,0
NIO-1998-06-UNNA,1998,Unnamed-33,ARB,1998-12-09,00:00,9.46,70.94,29.7,55.0,997.6,DD (Deep Depression),Bhadrak,Odisha,141,Coastal Bhadrak,7,0
NIO-1998-06-UNNA,1998,Unnamed-33,ARB,1998-12-09,06:00,9.59,70.97,30.2,56.0,997.2,DD (Deep Depression),Bhadrak,Odisha,141,Coastal Bhadrak,7,0
NIO-1998-06-UNNA,1998,Unnamed-33,ARB,1998-12-09,12:00,9.69,71.04,30.7,56.9,996.8,DD (Deep Depression),Bhadrak,Odisha,141,Coastal Bhadrak,7,0
NIO-1998-06-UNNA,1998,Unnamed-33,ARB,1998-12-09,18:00,9.83,71.16,31.2,57.7,996.4,DD (Deep Depression),Bhadrak,Odisha,141,Coastal Bhadrak,7,0
NIO-1998-06-UNNA,1998,Unnamed-33,ARB,1998-12-10,00:00,9.91,71.23,31.8,58.9,996.0,DD (Deep Depression),Bhadrak,Odisha,141,Coastal Bhadrak,7,0
NIO-1998-06-UNNA,1998,Unnamed-33,ARB,1998-12-10,06:00,10.02,71.31,32.3,59.9,995.7,DD (Deep Depression),Bhadrak,Odisha,141,Coastal Bhadrak,7,0
NIO-1998-06-UNNA,1998,Unnamed-33,ARB,1998-12-10,12:00,10.04,71.39,32.9,61.0,995.3,DD (Deep Depression),Bhadrak,Odisha,141,Coastal Bhadrak,7,0
NIO-1998-06-UNNA,1998,Unnamed-33,ARB,1998-12-10,18:00,10.13,71.47,33.4,61.9,995.0,DD (Deep Depression),Bhadrak,Odisha,141,Coastal Bhadrak,7,0
NIO-1998-06-UNNA,1998,Unnamed-33,ARB,1998-12-11,00:00,10.19,71.53,34.0,62.9,994.6,DD (Deep Depression),Bhadrak,Odisha,141,Coastal Bhadrak,7,0
NIO-1998-06-UNNA,1998,Unnamed-33,ARB,1998-12-11,06:00,10.3,71.56,34.5,63.9,994.3,CS (Cyclonic Storm),Bhadrak,Odisha,141,Coastal Bhadrak,7,0
NIO-1998-06-UNNA,1998,Unnamed-33,ARB,1998-12-11,12:00,10.33,71.67,35.0,64.9,993.9,CS (Cyclonic Storm),Bhadrak,Odisha,141,Coastal Bhadrak,7,0
NIO-1998-06-UNNA,1998,Unnamed-33,ARB,1998-12-11,18:00,10.4,71.79,35.5,65.8,993.4,CS (Cyclonic Storm),Bhadrak,Odisha,141,Coastal Bhadrak,7,0
NIO-1998-06-UNNA,1998,Unnamed-33,ARB,1998-12-12,00:00,10.54,71.84,36.1,66.9,993.1,CS (Cyclonic Storm),Bhadrak,Odisha,141,Coastal Bhadrak,7,0
NIO-1998-06-UNNA,1998,Unnamed-33,ARB,1998-12-12,06:00,10.61,71.93,36.5,67.7,992.6,CS (Cyclonic Storm),Bhadrak,Odisha,141,Coastal Bhadrak,7,0
NIO-1998-06-UNNA,1998,Unnamed-33,ARB,1998-12-12,12:00,10.71,71.99,37.0,68.6,992.2,CS (Cyclonic Storm),Bhadrak,Odisha,141,Coastal Bhadrak,7,0
NIO-1998-06-UNNA,1998,Unnamed-33,ARB,1998-12-12,18:00,10.81,72.0,37.6,69.6,991.9,CS (Cyclonic Storm),Bhadrak,Odisha,141,Coastal Bhadrak,7,0
NIO-1998-06-UNNA,1998,Unnamed-33,ARB,1998-12-13,00:00,10.88,72.06,38.0,70.4,991.5,CS (Cyclonic Storm),Bhadrak,Odisha,141,Coastal Bhadrak,7,0
NIO-1998-06-UNNA,1998,Unnamed-33,ARB,1998-12-13,06:00,10.97,72.13,38.0,70.4,991.1,CS (Cyclonic Storm),Bhadrak,Odisha,141,Coastal Bhadrak,7,0
NIO-1998-06-UNNA,1998,Unnamed-33,ARB,1998-12-13,12:00,11.11,72.2,36.0,66.7,993.6,CS (Cyclonic Storm),Bhadrak,Odisha,141,Coastal Bhadrak,7,0
NIO-1998-06-UNNA,1998,Unnamed-33,ARB,1998-12-13,18:00,11.18,72.29,34.2,63.3,996.1,CS (Cyclonic Storm),Bhadrak,Odisha,141,Coastal Bhadrak,7,0
NIO-1998-06-UNNA,1998,Unnamed-33,ARB,1998-12-14,00:00,11.3,72.36,31.3,58.0,998.6,DD (Deep Depression),Bhadrak,Odisha,141,Coastal Bhadrak,7,0
NIO-1998-06-UNNA,1998,Unnamed-33,ARB,1998-12-14,06:00,11.39,72.4,29.4,54.4,1001.1,DD (Deep Depression),Bhadrak,Odisha,141,Coastal Bhadrak,7,0
NIO-1998-06-UNNA,1998,Unnamed-33,ARB,1998-12-14,12:00,11.5,72.49,26.9,49.8,1003.6,D (Depression),Bhadrak,Odisha,141,Coastal Bhadrak,7,0
NIO-1998-06-UNNA,1998,Unnamed-33,ARB,1998-12-14,18:00,11.62,72.55,25.0,46.4,1006.1,D (Depression),Bhadrak,Odisha,141,Coastal Bhadrak,7,0
NIO-1998-06-UNNA,1998,Unnamed-33,ARB,1998-12-15,00:00,11.71,72.61,22.5,41.7,1008.0,D (Depression),Bhadrak,Odisha,141,Coastal Bhadrak,7,0
NIO-1998-06-UNNA,1998,Unnamed-33,ARB,1998-12-15,06:00,11.78,72.64,20.3,37.6,1008.0,D (Depression),Bhadrak,Odisha,141,Coastal Bhadrak,7,0
NIO-1998-06-UNNA,1998,Unnamed-33,ARB,1998-12-15,12:00,11.87,72.68,17.8,33.0,1008.0,D (Depression),Bhadrak,Odisha,141,Coastal Bhadrak,7,0
NIO-1998-06-UNNA,1998,Unnamed-33,ARB,1998-12-15,18:00,11.94,72.78,15.9,29.4,1008.0,L (Low),Bhadrak,Odisha,141,Coastal Bhadrak,7,0
NIO-1998-06-UNNA,1998,Unnamed-33,ARB,1998-12-16,00:00,12.03,72.84,15.0,27.8,1008.0,L (Low),Bhadrak,Odisha,141,Coastal Bhadrak,7,0
NIO-1998-06-UNNA,1998,Unnamed-33,ARB,1998-12-16,06:00,12.16,72.87,15.0,27.8,1008.0,L (Low),Bhadrak,Odisha,141,Coastal Bhadrak,7,0
NIO-1998-06-UNNA,1998,Unnamed-33,ARB,1998-12-16,12:00,12.25,72.9,15.0,27.8,1008.0,L (Low),Bhadrak,Odisha,141,Coastal Bhadrak,7,0
NIO-1998-06-UNNA,1998,Unnamed-33,ARB,1998-12-16,18:00,12.36,72.96,15.0,27.8,1008.0,L (Low),Bhadrak,Odisha,141,Coastal Bhadrak,7,0
NIO-1998-06-UNNA,1998,Unnamed-33,ARB,1998-12-17,00:00,12.45,73.04,15.0,27.8,1008.0,L (Low),Bhadrak,Odisha,141,Coastal Bhadrak,7,0
NIO-1998-07-UNNA,1998,Unnamed-34,ARB,1998-11-11,00:00,8.65,64.87,20.3,37.6,1003.7,D (Depression),Porbandar,Gujarat,127,Coastal Porbandar,0,0
NIO-1998-07-UNNA,1998,Unnamed-34,ARB,1998-11-11,06:00,8.83,64.86,20.6,38.2,1003.4,D (Depression),Porbandar,Gujarat,127,Coastal Porbandar,0,0
NIO-1998-07-UNNA,1998,Unnamed-34,ARB,1998-11-11,12:00,9.04,64.87,20.8,38.6,1003.1,D (Depression),Porbandar,Gujarat,127,Coastal Porbandar,0,0
NIO-1998-07-UNNA,1998,Unnamed-34,ARB,1998-11-11,18:00,9.28,64.83,21.1,39.2,1002.8,D (Depression),Porbandar,Gujarat,127,Coastal Porbandar,0,0
NIO-1998-07-UNNA,1998,Unnamed-34,ARB,1998-11-12,00:00,9.53,64.85,21.4,39.6,1002.5,D (Depression),Porbandar,Gujarat,127,Coastal Porbandar,0,0
NIO-1998-07-UNNA,1998,Unnamed-34,ARB,1998-11-12,06:00,9.74,64.89,21.6,40.1,1002.2,D (Depression),Porbandar,Gujarat,127,Coastal Porbandar,0,0
NIO-1998-07-UNNA,1998,Unnamed-34,ARB,1998-11-12,12:00,9.95,64.86,22.0,40.7,1001.9,D (Depression),Porbandar,Gujarat,127,Coastal Porbandar,0,0
NIO-1998-07-UNNA,1998,Unnamed-34,ARB,1998-11-12,18:00,10.16,64.85,22.2,41.2,1001.6,D (Depression),Porbandar,Gujarat,127,Coastal Porbandar,0,0
